A1;A4;A7;A10;A14;A17;A20;A23;A26;A29;A32;A35;A38;A41
Micrite;Micrite;;Micrite;;Bivalve;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Pyrite;;Crinoid
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Crinoid;Sparite;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;;Micrite;;Sparite
?;Micrite;;Micrite;;Trilobite;Micrite;Micrite;Micrite;Micrite;;Echinoderm;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;;Micrite;Micrite;Micrite;;;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;;Micrite;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Sparite
;Micrite;;Micrite;;Bryozoan;;;Micrite;Micrite;;;;
;?;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;?;;Micrite;;Micrite;;;Crinoid;;;;;
;Micrite;;Micrite;;Crinoid;;;Micrite;;;;;
;;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;Micrite;;;;;Micrite;;;;;Echinoderm;
Micrite;;?;;Micrite;Micrite;Micrite;Micrite;;;Bryozoan;;Sparite;Micrite
Micrite;;Micrite;;Echinoderm;Micrite;?;Micrite;;;Micrite;;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Bryozoan;;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Bryozoan;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;?;Bryozoan
Micrite;;Micrite;Micrite;?;Micrite;Micrite;Micrite;Tabulate Coral;;Micrite;Micrite;Sparite;Micrite
Crinoid;;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;Tabulate Coral;;Micrite;Bryozoan;Micrite;Rugose Coral
Micrite;;Micrite;Micrite;Echinoderm;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Bryozoan;Micrite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;?;;Micrite;Sparite;Sparite;Rugose Coral
Micrite;;Crinoid;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Sparite;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Sparite;Echinoderm;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Bryozoan;Crinoid;Micrite
Micrite;Micrite;Micrite;Micrite;Brachiopod;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Sparite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;Micrite;Micrite;Echinoderm;?;Crinoid
Micrite;Micrite;Micrite;Micrite;Crinoid;Micrite;Bryozoan;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Crinoid
Micrite;Micrite;Micrite;?;Micrite;Rostroconch;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Tabulate Coral
Micrite;Micrite;;?;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Bryozoan;Micrite;Crinoid;Sparite;Micrite
Micrite;Micrite;;?;Micrite;Micrite;Pentameride Brachiopod;Micrite;?;Micrite;Micrite;Crinoid;Sparite;Crinoid
Micrite;Micrite;;Trilobite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Bryozoan;Bryozoan;Sparite;Tabulate Coral
Micrite;Echinoderm;;Micrite;;Micrite;Pentameride Brachiopod;Bivalve;Micrite;Bivalve;Bryozoan;?;Bryozoan;Micrite
Micrite;Micrite;;Bryozoan;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Trilobite;?;;Micrite
?;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite
?;Micrite;;Micrite;;Bivalve;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Echinoderm;;Crinoid
Micrite;Micrite;;Micrite;;Tabulate Coral;Pentameride Brachiopod;Micrite;Micrite;Brachiopod;Crinoid;Micrite;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Crinoid;Micrite;;Sparite
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Crinoid;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;Pentameride Brachiopod;Micrite;Micrite;Crinoid;Micrite;?;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;Sparite;Micrite;Micrite;Micrite;;;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;;Micrite;Micrite;Micrite;;;;Sparite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Trilobite_Oncoid;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Sparite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Bryozoan;;?;;Micrite;;;Micrite;;;;;
;Micrite;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;;;;;Micrite;;;;;;
Micrite;;?;Micrite;Micrite;Micrite;?;Micrite;;;Micrite;;Sparite;Micrite
Micrite;;Micrite;?;Micrite;Micrite;?;Micrite;Micrite;;Micrite;;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;;Micrite;;Bryozoan;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;?;Bryozoan
Micrite;;Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Sparite;Micrite
Bivalve;;Micrite;Micrite;Echinoderm;Micrite;Echinoderm;Micrite;Sparite;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;;Micrite;Sparite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;?;?;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;Micrite;;Micrite;Echinoderm;Brachiopod;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Ostracod;Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Bryozoan;Echinoderm;Micrite;;Micrite;Crinoid;?;Crinoid
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Crinoid
Micrite;Micrite;Micrite;Crinoid;Crinoid;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;?
Micrite;Micrite;Micrite;Micrite;Micrite;Green Algae;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Green Algae;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Pentameride Brachiopod;Crinoid;Bryozoan;?;Micrite
Micrite;Micrite;Micrite;Brachiopod;Micrite;Bryozoan;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Bryozoan;Crinoid;Micrite
Micrite;Micrite;Micrite;Ostracod;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Crinoid;Bryozoan;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Echinoderm;Micrite;Bryozoan;Sparite;Micrite
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Brachiopod;Trilobite;?;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Trilobite;?;;Micrite
Micrite;Micrite;;Micrite;;Sparite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;?;;?
Micrite;Micrite;;Micrite;;Tabulate Coral;Pentameride Brachiopod;Micrite;Sparite;Micrite;Micrite;?;;Echinoderm
Micrite;Micrite;;Micrite;;Micrite;Pentameride Brachiopod;Micrite;Micrite;Echinoderm;Brachiopod;Crinoid;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;Crinoid;;Micrite
Micrite;Micrite;;Micrite;;Mollusc;Micrite;Micrite;Micrite;Micrite;;Crinoid;;?
Micrite;Micrite;;Micrite;;Micrite;?;Micrite;Micrite;Micrite;;Micrite;;Echinoderm
Micrite;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;Crinoid;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;Crinoid
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;?;;Micrite;;Micrite;;;Micrite;;;;;
;?;;Micrite;;Micrite;;;Micrite;;;;;
;?;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;Micrite;;;;;;
Sparite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;;;Micrite;;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;;Micrite;;Sparite;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;?;;?;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Crinoid;;Sparite;Micrite
Micrite;;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;;Brachiopod;Micrite;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Echinoderm;Micrite;Bryozoan;Micrite;Tabulate Coral;;Micrite;Micrite;?;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;Bryozoan;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Sparite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;Crinoid;Bryozoan;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;?;Bivalve;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;Rugose Coral
?;Micrite;Brachiopod;Micrite;Echinoderm;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Micrite;Echinoderm;Crinoid;Micrite
?;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Bryozoan;Bryozoan;Bryozoan;Micrite
Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Micrite;Micrite;?;Green Algae;?
Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;Mollusc;Micrite;Tabulate Coral;Micrite;Brachiopod;Sparite;Crinoid;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Crinoid;Crinoid;Micrite
Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;?;Bryozoan;Micrite
Micrite;Micrite;Micrite;Bryozoan;Micrite;Echinoderm;?;Micrite;Micrite;Pentameride Brachiopod;Micrite;Sparite;Sparite;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Bryozoan;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;Crinoid
Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;Sparite;Micrite
Micrite;Micrite;?;Micrite;;Tabulate Coral;Pentameride Brachiopod;Micrite;Micrite;Mollusc;Micrite;Crinoid;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;?;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;Crinoid;Pyrite;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;?;;Echinoderm
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Micrite
Micrite;Micrite;;Micrite;;Tabulate Coral;Micrite;Micrite;Micrite;Micrite;?;?;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;;Crinoid
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;?;;Crinoid
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;Micrite;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;Micrite
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Trilobite_Oncoid;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;;;;;
;?;;Micrite;;Micrite;;;Micrite;;;;;
;Micrite;;Micrite;;;;;Micrite;;;;;
;Micrite;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;?;Micrite;Micrite;Bryozoan;Micrite;Micrite;;;Micrite;;Micrite;
Micrite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;Brachiopod;;Micrite;;Sparite;Micrite
Brachiopod;;Micrite;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;;Sparite;;Sparite;?
Micrite;;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;;Micrite;;Sparite;Microbe
Micrite;;Micrite;Micrite;Micrite;Bryozoan;?;Micrite;Micrite;;Micrite;Micrite;Crinoid;Rugose Coral
Bivalve;;Micrite;Micrite;Micrite;Mollusc;Micrite;Micrite;Micrite;;Crinoid;Micrite;Bryozoan;Rugose Coral
?;;Micrite;Micrite;Micrite;Microbe_Oncoid;Micrite;Micrite;Micrite;;Micrite;Crinoid;Bryozoan;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Tabulate Coral;;Sparite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;?;Micrite;Micrite;Echinoderm;Micrite;Micrite;;Micrite;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Bivalve;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Ostracod;Rugose Coral
Micrite;Micrite;Micrite;Micrite;?;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Green Algae;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Bryozoan;Brachiopod;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Tabulate Coral;Crinoid;Sparite;Rugose Coral
Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Tabulate Coral;Ostracod;Brachiopod;Micrite
Micrite;Micrite;Micrite;Brachiopod;Micrite;Bryozoan;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Bryozoan;Sparite;Micrite
Micrite;Crinoid;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;Bryozoan
Micrite;Micrite;?;Micrite;Micrite;Mollusc;Micrite;Micrite;Tabulate Coral;Pentameride Brachiopod;Micrite;Crinoid;Bryozoan;Crinoid
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Crinoid;Crinoid;Micrite
Micrite;Micrite;Sparite;?;Micrite;Micrite;?;Micrite;Micrite;Pentameride Brachiopod;Micrite;Crinoid;Echinoderm;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;Micrite;Micrite;Mollusc;Micrite;Bryozoan;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Crinoid;Crinoid;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Tabulate Coral;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Micrite
Micrite;Micrite;Micrite;Micrite;;Tabulate Coral;Micrite;Micrite;Echinoderm;Micrite;Micrite;Pyrite;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Gastropod;Bryozoan;?;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Bryozoan;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Brachiopod;Sparite;?;;Tabulate Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;;Tabulate Coral
Micrite;Micrite;;Micrite;;?;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite
;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Micrite;;Sparite;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;?;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Microbe_Oncoid;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;;;;;
;Micrite;;Bryozoan;;Micrite;;;Micrite;;;;;
;;;Micrite;;;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;;;;;;;;;
Micrite;;Micrite;Micrite;Micrite;Bryozoan;?;Micrite;;;Sparite;;;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;;Micrite;;Micrite;Micrite
Micrite;;Micrite;Bryozoan;Brachiopod;Echinoderm;Micrite;Micrite;Micrite;;Micrite;;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;;Micrite;;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Echinoderm;;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Sparite;Rugose Coral
Micrite;;Crinoid;Micrite;Micrite;Micrite;Bryozoan;Micrite;Micrite;;Bryozoan;Micrite;Sparite;Rugose Coral
Crinoid;Micrite;Micrite;Micrite;?;Microbe_Oncoid;Mollusc;Micrite;Micrite;Tabulate Coral;Crinoid;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;?;Pentameride Brachiopod;Micrite;Tabulate Coral;Tabulate Coral;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;?;Rugose Coral
Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Tabulate Coral;Tabulate Coral;Micrite;Micrite;Brachiopod;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Sparite;Micrite;Micrite;Micrite;Micrite;Rugose Coral
Micrite;Micrite;Micrite;Bryozoan;Micrite;?;Micrite;Mollusc;Micrite;Micrite;Micrite;Sparite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Sparite;Micrite;Pyrite
Micrite;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Brachiopod;Echinoderm;?
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Crinoid;Sparite;Micrite
Micrite;?;Micrite;Micrite;Micrite;Brachiopod;Echinoderm;Micrite;Tabulate Coral;Micrite;Micrite;Echinoderm;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Micrite;Pentameride Brachiopod;Micrite;Crinoid;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Crinoid;Sparite;Sparite;Tabulate Coral
Micrite;Micrite;?;Micrite;Micrite;Brachiopod;Brachiopod;Micrite;Micrite;Pentameride Brachiopod;Sparite;Sparite;Sparite;Bryozoan
Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Crinoid;Pentameride Brachiopod;Sparite;Crinoid;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Sparite;Micrite;Micrite;Micrite;Micrite;Bryozoan;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite
?;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Trilobite;Pyrite;;Micrite
Micrite;Micrite;Micrite;Micrite;;Echinoderm;Micrite;Micrite;Micrite;Sparite;Tabulate Coral;Brachiopod;;Tabulate Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Bryozoan;;Tabulate Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Micrite
Micrite;Micrite;;Micrite;;Trilobite;Micrite;Micrite;Micrite;Crinoid;Sparite;Brachiopod;;Crinoid
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;;Sparite
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Echinoderm;Micrite;;Crinoid;;Micrite
;Micrite;;Micrite;;Bryozoan;;;Micrite;Micrite;;Crinoid;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Micrite;?;Micrite;;;Micrite;;;Micrite
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Bryozoan;;Micrite;Micrite
Micrite;;Micrite;Micrite;Micrite;Brachiopod;?;Micrite;Micrite;;Micrite;;Micrite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;;Micrite;;Sparite;Rugose Coral
Echinoderm;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;;Sparite;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;;Micrite;;Brachiopod;Rugose Coral
Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Rugose Coral
Bivalve;Micrite;Micrite;Bryozoan;?;Tabulate Coral_Oncoid;Pentameride Brachiopod;Micrite;Tabulate Coral;Micrite;Echinoderm;Micrite;Bryozoan;Rugose Coral
Brachiopod;Micrite;Micrite;Echinoderm;Micrite;Microbe_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Trilobite;Sparite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Tabulate Coral;Sparite;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Crinoid;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;Sparite;Brachiopod;?
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Bryozoan;Brachiopod;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Bryozoan;Bryozoan;Micrite
Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;?;?
Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Micrite;Pentameride Brachiopod;Crinoid;?;Micrite;?
