A1;A4;A7;A10;A14;A17;A20;A23;A26;A29;A32;A35;A38;A41
Micrite;Micrite;Micrite;Micrite;Micrite;Gastropod;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Sparite;?;Crinoid
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Sparite;Echinoderm;?
Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Pyrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pyrite;;Crinoid
Micrite;Micrite;Micrite;Micrite;;Green Algae;Micrite;Micrite;Micrite;Sparite;Bryozoan;Pyrite;;Microbe
Echinoderm;Micrite;?;Micrite;;Green Algae;Micrite;Micrite;Micrite;Sparite;Micrite;Crinoid;;Tabulate Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;Bryozoan;;Tabulate Coral
Micrite;Micrite;;Micrite;;Echinoderm;Micrite;Micrite;Micrite;Organic;Micrite;?;;Tabulate Coral
Micrite;Micrite;;?;;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan;;Micrite
Micrite;Micrite;;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;Crinoid;Sparite;;Microbe
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Crinoid;;Crinoid;;Crinoid
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;Echinoderm;;Micrite
;Micrite;;Micrite;;Bryozoan;;;Micrite;Micrite;;Echinoderm;;Micrite
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;?;;
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;Micrite;;Micrite;;Micrite;;;Micrite;;;;;
;;;Micrite;;Crinoid;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Micrite;Micrite;Micrite;;;Micrite;;;Micrite
Micrite;;Micrite;?;;Micrite;Micrite;Micrite;?;;Micrite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Sparite;Micrite;Micrite;Micrite;;Micrite;;;Rugose Coral
Micrite;;Micrite;?;;Micrite;Micrite;Micrite;Micrite;;Micrite;;Micrite;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Rugose Coral
Echinoderm;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Trilobite;Micrite;Sparite;Rugose Coral
Brachiopod;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Brachiopod;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Echinoderm;Micrite;Tabulate Coral_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Crinoid;Micrite;Sparite;Micrite;Micrite;Tabulate Coral;Crinoid;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Echinoderm;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pyrite;Micrite;Micrite;Micrite;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Crinoid;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Bryozoan;?;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Bryozoan;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Echinoderm;Crinoid
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Bivalve;Micrite
Micrite;Micrite;Pyrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;?;Sparite;Echinoderm
Micrite;?;Micrite;Bryozoan;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Pyrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Bryozoan;Microbe
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;Crinoid;;Microbe
Micrite;Micrite;Sparite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Microbe
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;;Tabulate Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;;Microbe
Micrite;Micrite;;Crinoid;;Echinoderm;Micrite;Micrite;Micrite;Sparite;Bryozoan;Crinoid;;Microbe
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;?;Sparite;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Crinoid;;Micrite;Micrite;;Brachiopod;;Mollusc
Micrite;Micrite;;Micrite;;Tabulate Coral;Micrite;;Micrite;Micrite;;Crinoid;;Bryozoan
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;Micrite;;Crinoid
;Micrite;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;?;;
;?;;?;;Tabulate Coral;;;Micrite;Micrite;;;;
;?;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;;;;;
;;;Micrite;;Micrite;;;Micrite;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Crinoid;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Micrite;Micrite;Micrite;;;Bryozoan;;;Micrite
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;;Sparite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;;Micrite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;Sparite;Rugose Coral
?;Micrite;Micrite;Micrite;;?;Pentameride Brachiopod;Micrite;Micrite;Micrite;Micrite;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Sparite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;?;;Microbe_Oncoid;Sparite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Tabulate Coral_Oncoid;Micrite;Micrite;Micrite;Mollusc;Brachiopod;Micrite;?;Rugose Coral
?;Micrite;Micrite;Micrite;;Tabulate Coral_Oncoid;Sparite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;Micrite;Brachiopod;Micrite;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Ostracod;Sparite
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Bryozoan;Echinoderm;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Microbe_Oncoid;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;?;Echinoderm;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Crinoid;Echinoderm;Echinoderm;Micrite
Micrite;Micrite;Micrite;?;Micrite;Micrite;Mollusc;Micrite;Micrite;Tabulate Coral;Micrite;?;?;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Crinoid
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;?;Pyrite;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Sparite;Microbe
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Echinoderm;Microbe
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;?
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Brachiopod
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan;Bryozoan;;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Brachiopod
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Sparite;;Micrite;;?
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Sparite;;Micrite;;Micrite
Micrite;?;;Micrite;;Micrite;Micrite;;Micrite;Micrite;;Micrite;;Micrite
;?;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;Micrite;;Micrite
;?;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;Micrite;;
;;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;;;;;
;;;Micrite;;Micrite;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;?;;;;;;;;;;
;;;Trilobite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Bivalve;Micrite;Micrite;;;Micrite;;;Rugose Coral
Micrite;;;Micrite;;Echinoderm;Micrite;Micrite;?;;Micrite;;;Rugose Coral
Micrite;;?;Micrite;;Micrite;Ostracod;Micrite;Micrite;;Micrite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Sparite;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Sparite;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Sparite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Ostracod;Micrite;Micrite;Micrite;Micrite;Echinoderm;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;?;?;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Tabulate Coral_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Echinoderm;Micrite;;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;?;Micrite
Micrite;Micrite;Micrite;Micrite;?;Crinoid;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Micrite;Micrite;Sparite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan;Bryozoan
Micrite;Sparite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;?;Rugose Coral;Bryozoan;Crinoid;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;?;Micrite;Sparite;Micrite;Micrite;Bryozoan;Pyrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Rostroconch;Micrite;Micrite;Micrite;Micrite;Micrite;Pyrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Pyrite;?;Micrite
Micrite;Sparite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Micrite;;?;Brachiopod
Micrite;Micrite;Crinoid;Micrite;;Echinoderm;Micrite;Micrite;Micrite;Micrite;Micrite;;Micrite;Crinoid
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Echinoderm;Sparite;;;Micrite
Crinoid;?;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Micrite;;Micrite
Micrite;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
?;Micrite;Micrite;Organic;;Micrite;Micrite;Micrite;Micrite;Sparite;;;;?
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Sparite;;;;Micrite
Micrite;Micrite;;Micrite;;Brachiopod;Organic;;Micrite;Sparite;;;;Micrite
;?;;Micrite;;Tabulate Coral;Micrite;;Micrite;Micrite;;;;Micrite
;?;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;?;;Micrite;;Tabulate Coral;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Crinoid;;;;
;;;Brachiopod;;Micrite;;;;;;;;
;;;Micrite;;Micrite;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Echinoderm;Micrite;Micrite;;;Micrite;;;Rugose Coral
Crinoid;;;Micrite;;Micrite;Micrite;Micrite;Micrite;;Sparite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;?;Micrite;;Micrite;Micrite;Micrite;Micrite;Mollusc;Tasmanites;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Micrite;?;;Microbe_Oncoid;Micrite;Micrite;Mollusc;Micrite;Crinoid;;Micrite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;?;Micrite;Micrite;Micrite;Bryozoan;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Crinoid_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;?;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Sparite;Rugose Coral
Bryozoan;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Crinoid;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Sparite;Micrite;?;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Tabulate Coral;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Mollusc;Micrite;?;Rugose Coral
Echinoderm;Micrite;Micrite;Bryozoan;;Micrite;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;?;Crinoid
Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;Crinoid;Sparite
Micrite;Micrite;Micrite;Micrite;;Crinoid;Micrite;Micrite;Micrite;Pentameride Brachiopod;Bivalve;Micrite;Sparite;Bryozoan
Crinoid;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;?;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Pentameride Brachiopod;Micrite;Echinoderm;Sparite;Crinoid
Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite;Micrite;Micrite;Micrite;?;?;?;Tabulate Coral
Micrite;Micrite;Micrite;Micrite;;Green Algae;Micrite;Micrite;Micrite;Micrite;Trilobite;Bryozoan;Bryozoan;Bryozoan
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Echinoderm;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;?;Micrite
Micrite;Micrite;Micrite;?;;Green Algae;Micrite;Micrite;Micrite;Mollusc;Bryozoan;;Sparite;Crinoid
Micrite;Micrite;Micrite;?;;Green Algae;Micrite;Micrite;Micrite;Micrite;Micrite;;?;Crinoid
Micrite;Micrite;Crinoid;Micrite;;Green Algae;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Crinoid
Micrite;Bryozoan;Micrite;?;;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;;Micrite;Micrite
Crinoid;Micrite;Micrite;?;;Micrite;Micrite;Micrite;Micrite;Trilobite;Micrite;;;Micrite
Micrite;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;?
Micrite;Micrite;Micrite;Micrite;;Micrite;?;Micrite;Echinoderm;Micrite;;;;Micrite
Micrite;Micrite;?;Micrite;;Micrite;Bryozoan;;Micrite;Micrite;;;;Sparite
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Micrite;;;;Crinoid
;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Micrite;;;;Micrite
;?;;Bryozoan;;Micrite;;;Micrite;Sparite;;;;
;Micrite;;Organic;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;?;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Micrite;;Micrite;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
Micrite;;;Micrite;;Micrite;Micrite;Micrite;;;Micrite;;;Rugose Coral
Micrite;;;Micrite;;Micrite;Micrite;Micrite;?;Micrite;Micrite;;;Rugose Coral
Micrite;;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Sparite;Micrite;Micrite;Micrite;Bryozoan;;;Rugose Coral
?;Micrite;?;Micrite;;Microbe_Oncoid;Brachiopod;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Echinoderm;Micrite;Micrite;Micrite;;Crinoid_Oncoid;Sparite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Crinoid_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Crinoid_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Microbe_Oncoid;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Gastropod;Micrite;Micrite;Micrite;Sparite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Green Algae;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Green Algae;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;?;Micrite
Crinoid;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Echinoderm;?;Crinoid
?;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Girvanella;Micrite;Bryozoan;?
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;?;Crinoid;Sparite;Micrite
Micrite;Micrite;?;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Bryozoan;Crinoid
Micrite;Echinoderm;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Trilobite;;?;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Sparite;Micrite
Micrite;Echinoderm;Micrite;Micrite;;Brachiopod;Micrite;Micrite;Micrite;Micrite;Bryozoan;;?;?
Bivalve;Crinoid;Micrite;Micrite;;Micrite;Brachiopod;Micrite;Micrite;Micrite;?;;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;Echinoderm;Micrite
Micrite;Sparite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Echinoderm;Micrite;;Micrite;Micrite
Micrite;Micrite;Micrite;Micrite;;Bivalve;Micrite;Micrite;Micrite;Mollusc;Micrite;;?;Echinoderm
Micrite;Micrite;Crinoid;Micrite;;Bivalve;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
Micrite;Micrite;Crinoid;Micrite;;Bivalve;Micrite;Micrite;Micrite;Micrite;;;;Micrite
Micrite;Micrite;Micrite;Micrite;;Bivalve;Micrite;Micrite;Micrite;Micrite;;;;Micrite
Micrite;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Sparite;;;;Micrite
;Micrite;;Micrite;;Micrite;Micrite;;Micrite;Micrite;;;;Crinoid
;?;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Trilobite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;Micrite;Micrite;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Micrite;;Micrite;;;;Micrite;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;;;Micrite;;;;;;;;;;
;Micrite;;;;Micrite;;;;;;;;
Micrite;Micrite;;Micrite;;Micrite;Micrite;;;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;;Micrite;;Sparite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Crinoid;Micrite;Crinoid;Micrite;;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;;;Rugose Coral
Micrite;Micrite;Crinoid;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Micrite;;;Micrite
Micrite;Micrite;Crinoid;Micrite;Echinoderm;Microbe_Oncoid;Micrite;Micrite;Micrite;Micrite;Sparite;;;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Bryozoan;;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Tabulate Coral;Micrite;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Micrite;Micrite;Sparite;Rugose Coral
Micrite;Micrite;Micrite;Micrite;;Micrite;Micrite;Micrite;Micrite;Rugose Coral;Brachiopod;Micrite;Bryozoan;Rugose Coral
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Brachiopod
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Crinoid;Micrite;?;Echinoderm
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;?;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;?;Micrite;Bryozoan;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;?;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Sparite;Micrite
Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Micrite;Bryozoan;Micrite;Sparite;Micrite
